5.656854249492380320e-04,6.000000000000000000e+01,1.878664592557137691e+00,9.502363288261337004e+01,4.242156429518338656e-02,7.643312101910827716e-02,5.456095481670929226e-02
2.828427124746190160e-04,2.500000000000000000e+01,7.764032610170328308e-01,9.809013431344737910e+01,2.774922918807810890e-02,4.289118347895155142e-02,3.369734789391575641e-02
2.000000000000000096e-04,1.500000000000000000e+01,4.193003779244816043e-01,9.914920813184133408e+01,1.575456053067993481e-02,1.674008810572687189e-02,1.623237932507475695e-02
1.000000000000000048e-04,5.000000000000000000e+00,1.242827592741394538e-01,9.965557678890264981e+01,9.325287986834887924e-03,1.683168316831683275e-02,1.200141193081539180e-02
